"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
1.376949076E0;-5.746084079E-2;1.589749932E0;9.672574997E0;9.802515681E0
1.381984412E0;-8.619125932E-2;1.561019540E0;9.605537415E0;9.731935057E0
1.387019748E0;-2.873042040E-2;1.513135433E0;9.730035782E0;9.847030039E0
1.392024567E0;-7.661445439E-2;1.474828243E0;9.691728592E0;9.803600931E0
1.397059904E0;-1.436520964E-1;1.628057122E0;9.710882187E0;9.847458493E0
1.402095240E0;-6.703764945E-2;1.561019540E0;9.787496567E0;9.911425987E0
1.407130576E0;-1.053448766E-1;1.608903527E0;9.797073364E0;9.928862705E0
1.412165914E0;-1.340752989E-1;1.551442742E0;9.816226959E0;9.938976933E0
1.417170733E0;-1.053448766E-1;1.599326730E0;9.806650162E0;9.936766623E0
1.422206069E0;-1.244984865E-1;1.608903527E0;9.758766174E0;9.891288474E0
1.427241405E0;-9.576806426E-2;1.608903527E0;9.720458984E0;9.853175374E0
1.432276742E0;-1.915361285E-1;1.484405041E0;9.758766174E0;9.872875045E0
1.437281562E0;-4.788403213E-2;1.589749932E0;9.701305389E0;9.830815021E0
1.442316898E0;-7.661445439E-2;1.493981838E0;9.768342972E0;9.882225252E0
1.447352234E0;-1.053448766E-1;1.570596337E0;9.682151794E0;9.809277943E0
1.452387571E0;-4.788403213E-2;1.570596337E0;9.691728592E0;9.818282377E0
1.457392390E0;-9.576806426E-2;1.532289028E0;9.768342972E0;9.888255943E0
1.462427726E0;-2.873042040E-2;1.493981838E0;9.662998199E0;9.777849527E0
1.467463062E0;-1.053448766E-1;1.522712231E0;9.682151794E0;9.801725024E0
1.472498399E0;-1.532289088E-1;1.465251446E0;9.777919769E0;9.888283770E0
1.477533735E0;-9.576806426E-2;1.570596337E0;9.662998199E0;9.790274694E0
1.482538555E0;-1.053448766E-1;1.551442742E0;9.682151794E0;9.806229423E0
1.487573891E0;-1.244984865E-1;1.493981838E0;9.768342972E0;9.882712483E0
1.492609228E0;-6.703764945E-2;1.618480325E0;9.758766174E0;9.892294469E0
1.497644564E0;-9.576806426E-2;1.570596337E0;9.701305389E0;9.828085807E0
1.502649383E0;-1.053448766E-1;1.570596337E0;9.730035782E0;9.856544360E0
1.507684719E0;-1.244984865E-1;1.561019540E0;9.662998199E0;9.789066150E0
1.512720056E0;-4.788403213E-2;1.551442742E0;9.730035782E0;9.853063675E0
1.517755393E0;-1.053448766E-1;1.541865945E0;9.749189377E0;9.870924052E0
1.522790729E0;-7.661445439E-2;1.608903527E0;9.739612579E0;9.871904250E0
1.527795548E0;-1.149216816E-1;1.522712231E0;9.662998199E0;9.782913356E0
1.532830885E0;-7.661445439E-2;1.570596337E0;9.710882187E0;9.837371370E0
1.537866221E0;-1.340752989E-1;1.561019540E0;9.682151794E0;9.808099794E0
1.542901557E0;-2.873042040E-2;1.570596337E0;9.701305389E0;9.827661194E0
1.547936894E0;-9.576806426E-2;1.465251446E0;9.701305389E0;9.811802056E0
1.552941714E0;-9.576806426E-2;1.484405041E0;9.682151794E0;9.795748732E0
1.557977050E0;-1.053448766E-1;1.493981838E0;9.701305389E0;9.816231738E0
1.563012386E0;-8.619125932E-2;1.541865945E0;9.634267807E0;9.757248367E0
1.568047723E0;-7.661445439E-2;1.465251446E0;9.701305389E0;9.811633800E0
1.573052542E0;-1.436520964E-1;1.522712231E0;9.653421402E0;9.773834111E0
1.578087878E0;-1.149216816E-1;1.484405041E0;9.643844604E0;9.758094285E0
1.583123214E0;-7.661445439E-2;1.561019540E0;9.615114212E0;9.741307566E0
1.588158551E0;-8.619125932E-2;1.532289028E0;9.730035782E0;9.850326640E0
1.593193887E0;-1.340752989E-1;1.532289028E0;9.701305389E0;9.822485027E0
1.598198707E0;-6.703764945E-2;1.474828243E0;9.720458984E0;9.831934462E0
1.603234043E0;-2.873042040E-2;1.484405041E0;9.730035782E0;9.842656150E0
1.608269380E0;-1.149216816E-1;1.484405041E0;9.730035782E0;9.843285104E0
1.613304716E0;-1.053448766E-1;1.599326730E0;9.682151794E0;9.813919039E0
1.618309535E0;-1.149216816E-1;1.570596337E0;9.643844604E0;9.771577079E0
1.623344871E0;-1.915361360E-2;1.522712231E0;9.730035782E0;9.848482914E0
1.628380209E0;-1.149216816E-1;1.551442742E0;9.691728592E0;9.815792616E0
1.633415545E0;-1.244984865E-1;1.647210717E0;9.701305389E0;9.840941483E0
