"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)"
1.187852183E2;-1.982398987E0;1.666364431E0;9.749189377E0
1.187902536E2;-1.934514999E0;1.513135433E0;9.624691010E0
1.187952584E2;-1.953668594E0;1.589749932E0;9.519346237E0
1.188002938E2;-1.886630893E0;1.618480325E0;9.375694275E0
1.188053291E2;-1.877054095E0;1.675941229E0;9.385271072E0
1.188103339E2;-1.944091797E0;1.628057122E0;9.251194954E0
1.188153693E2;-2.020706177E0;1.666364431E0;9.337387085E0
1.188204046E2;-1.867477298E0;1.656787634E0;9.385271072E0
1.188254399E2;-1.857900500E0;1.647210717E0;9.461885452E0
1.188304447E2;-1.838746905E0;1.580173135E0;9.595960617E0
1.188354801E2;-1.886630893E0;1.656787634E0;9.691728592E0
1.188405154E2;-1.915361404E0;1.704671621E0;9.739612579E0
1.188455202E2;-1.896207690E0;1.800439715E0;9.672574997E0
1.188505556E2;-1.924938202E0;1.810016513E0;9.768342972E0
1.188555909E2;-1.991975784E0;1.723825216E0;9.749189377E0
1.188605957E2;-2.078166962E0;1.762132406E0;9.787496567E0
1.188656311E2;-2.059013367E0;1.829170108E0;9.749189377E0
1.188706664E2;-2.011129379E0;1.771709204E0;9.730035782E0
1.188756712E2;-1.982398987E0;1.695094824E0;9.701305389E0
1.188807065E2;-1.924938202E0;1.637633920E0;9.730035782E0
1.188857419E2;-1.915361404E0;1.618480325E0;9.739612579E0
1.188907467E2;-1.848323703E0;1.551442742E0;9.653421402E0
1.188957820E2;-1.857900500E0;1.580173135E0;9.605537415E0
1.189008174E2;-1.848323703E0;1.551442742E0;9.442731857E0
1.189058527E2;-1.857900500E0;1.446097851E0;9.461885452E0
1.189108575E2;-1.838746905E0;1.551442742E0;9.375694275E0
1.189158929E2;-1.848323703E0;1.570596337E0;9.279925346E0
1.189209282E2;-1.877054095E0;1.647210717E0;9.241618156E0
1.189259330E2;-1.905784607E0;1.666364431E0;9.356540680E0
1.189309683E2;-1.896207690E0;1.685518026E0;9.327810287E0
1.189360037E2;-1.896207690E0;1.733402014E0;9.423578262E0
1.189410085E2;-1.905784607E0;1.685518026E0;9.500192642E0
1.189460438E2;-1.963245392E0;1.704671621E0;9.615114212E0
1.189510792E2;-1.963245392E0;1.695094824E0;9.758766174E0
1.189561145E2;-1.915361404E0;1.810016513E0;9.816226959E0
1.189611193E2;-1.915361404E0;1.848323703E0;9.825803757E0
1.189661547E2;-1.886630893E0;1.742978811E0;9.892841339E0
1.189711900E2;-1.924938202E0;1.723825216E0;9.844957352E0
1.189761948E2;-1.953668594E0;1.647210717E0;9.844957352E0
1.189812301E2;-1.924938202E0;1.637633920E0;9.777919769E0
1.189862655E2;-1.886630893E0;1.666364431E0;9.710882187E0
1.189912703E2;-1.848323703E0;1.628057122E0;9.509769440E0
1.189963056E2;-1.819593310E0;1.685518026E0;9.481039047E0
1.190013410E2;-1.896207690E0;1.656787634E0;9.452308655E0
1.190063458E2;-1.867477298E0;1.561019540E0;9.327810287E0
1.190113811E2;-1.867477298E0;1.608903527E0;9.279925346E0
1.190164165E2;-1.867477298E0;1.637633920E0;9.318233490E0
1.190214518E2;-1.924938202E0;1.714248419E0;9.279925346E0
1.190264566E2;-1.915361404E0;1.608903527E0;9.481039047E0
1.190314919E2;-1.934514999E0;1.580173135E0;9.548076630E0
1.190365273E2;-1.972822189E0;1.771709204E0;9.615114212E0
1.190415321E2;-1.905784607E0;1.733402014E0;9.557653427E0
1.190465674E2;-1.982398987E0;1.714248419E0;9.653421402E0
1.190516028E2;-1.991975784E0;1.666364431E0;9.758766174E0
1.190566076E2;-2.049436569E0;1.628057122E0;9.768342972E0
1.190616429E2;-1.963245392E0;1.800439715E0;9.777919769E0
1.190666783E2;-1.934514999E0;1.723825216E0;9.710882187E0
1.190716831E2;-1.857900500E0;1.656787634E0;9.730035782E0
1.190767184E2;-1.953668594E0;1.685518026E0;9.806650162E0
1.190817537E2;-1.924938202E0;1.685518026E0;9.758766174E0
1.190867891E2;-1.877054095E0;1.781286120E0;9.605537415E0
1.190917939E2;-1.915361404E0;1.733402014E0;9.653421402E0
1.190968292E2;-1.982398987E0;1.666364431E0;9.691728592E0
1.191018646E2;-1.915361404E0;1.829170108E0;9.643844604E0
1.191068694E2;-1.905784607E0;1.838746905E0;9.595960617E0
1.191119047E2;-1.915361404E0;1.618480325E0;9.548076630E0
1.191169401E2;-1.934514999E0;1.647210717E0;9.567230225E0
1.191219449E2;-1.896207690E0;1.647210717E0;9.442731857E0
1.191269802E2;-1.991975784E0;1.723825216E0;9.500192642E0
1.191320155E2;-1.972822189E0;1.752555609E0;9.375694275E0
1.191370204E2;-1.953668594E0;1.723825216E0;9.356540680E0
1.191420557E2;-1.886630893E0;1.752555609E0;9.356540680E0
1.191470910E2;-1.972822189E0;1.695094824E0;9.452308655E0
1.191520959E2;-1.924938202E0;1.771709204E0;9.519346237E0
1.191571312E2;-1.886630893E0;1.781286120E0;9.672574997E0
1.191621665E2;-1.838746905E0;1.522712231E0;9.768342972E0
1.191672019E2;-1.886630893E0;1.618480325E0;9.730035782E0
1.191722067E2;-1.800439715E0;1.704671621E0;9.749189377E0
1.191772420E2;-1.819593310E0;1.771709204E0;9.797073364E0
1.191822773E2;-1.829170108E0;1.733402014E0;9.672574997E0
1.191872822E2;-1.896207690E0;1.733402014E0;9.643844604E0
1.191923175E2;-1.915361404E0;1.790862918E0;9.557653427E0
1.191973528E2;-1.857900500E0;1.848323703E0;9.442731857E0
1.192023577E2;-1.934514999E0;1.800439715E0;9.643844604E0
1.192073930E2;-1.991975784E0;1.771709204E0;9.672574997E0
1.192124283E2;-1.982398987E0;1.752555609E0;9.710882187E0
1.192174331E2;-1.991975784E0;1.781286120E0;9.672574997E0
1.192224685E2;-1.905784607E0;1.762132406E0;9.586383820E0
1.192275038E2;-1.963245392E0;1.608903527E0;9.605537415E0
1.192325086E2;-2.011129379E0;1.628057122E0;9.605537415E0
1.192375440E2;-1.934514999E0;1.675941229E0;9.615114212E0
1.192425793E2;-1.905784607E0;1.637633920E0;9.509769440E0
1.192476146E2;-1.819593310E0;1.647210717E0;9.346963882E0
1.192526195E2;-1.915361404E0;1.618480325E0;9.337387085E0
1.192576548E2;-1.905784607E0;1.570596337E0;9.394847870E0
1.192626901E2;-1.924938202E0;1.637633920E0;9.414001465E0
1.192676949E2;-1.857900500E0;1.666364431E0;9.500192642E0
1.192727303E2;-1.838746905E0;1.714248419E0;9.500192642E0
1.192777656E2;-1.915361404E0;1.704671621E0;9.576807022E0
1.192827704E2;-1.905784607E0;1.695094824E0;9.595960617E0
1.192878058E2;-1.924938202E0;1.762132406E0;9.634267807E0
1.192928411E2;-1.915361404E0;1.790862918E0;9.739612579E0
1.192978459E2;-1.972822189E0;1.800439715E0;9.739612579E0
1.193028813E2;-1.944091797E0;1.838746905E0;9.864110947E0
1.193079166E2;-1.934514999E0;1.771709204E0;9.777919769E0
1.193129519E2;-1.924938202E0;1.771709204E0;9.902418137E0
1.193179567E2;-2.011129379E0;1.771709204E0;9.787496567E0
1.193229921E2;-2.030282974E0;1.714248419E0;9.749189377E0
1.193280274E2;-1.934514999E0;1.733402014E0;9.662998199E0
1.193330322E2;-1.915361404E0;1.752555609E0;9.528923035E0
1.193380676E2;-1.905784607E0;1.647210717E0;9.557653427E0
1.193431029E2;-1.896207690E0;1.580173135E0;9.481039047E0
1.193481077E2;-1.838746905E0;1.589749932E0;9.433155060E0
1.193531431E2;-1.848323703E0;1.599326730E0;9.519346237E0
1.193581784E2;-1.877054095E0;1.580173135E0;9.442731857E0
1.193631832E2;-1.810016513E0;1.656787634E0;9.433155060E0
1.193682185E2;-1.877054095E0;1.695094824E0;9.490615845E0
1.193732539E2;-1.905784607E0;1.599326730E0;9.509769440E0
1.193782892E2;-1.924938202E0;1.704671621E0;9.538499832E0
1.193832940E2;-1.877054095E0;1.781286120E0;9.595960617E0
1.193883294E2;-1.915361404E0;1.685518026E0;9.643844604E0
1.193933647E2;-1.905784607E0;1.723825216E0;9.768342972E0
1.193983695E2;-1.924938202E0;1.810016513E0;9.816226959E0
1.194034049E2;-1.934514999E0;1.857900500E0;9.902418137E0
1.194084402E2;-1.924938202E0;1.742978811E0;9.911994934E0
1.194134450E2;-1.905784607E0;1.695094824E0;9.902418137E0
1.194184803E2;-1.886630893E0;1.704671621E0;9.825803757E0
1.194235157E2;-1.896207690E0;1.704671621E0;9.892841339E0
1.194285510E2;-1.877054095E0;1.618480325E0;9.768342972E0
1.194335558E2;-1.810016513E0;1.608903527E0;9.682151794E0
1.194385912E2;-1.800439715E0;1.628057122E0;9.557653427E0
1.194436265E2;-1.810016513E0;1.628057122E0;9.481039047E0
1.194486313E2;-1.733402014E0;1.666364431E0;9.433155060E0
1.194536667E2;-1.857900500E0;1.656787634E0;9.356540680E0
1.194587020E2;-1.838746905E0;1.628057122E0;9.337387085E0
1.194637068E2;-1.877054095E0;1.599326730E0;9.279925346E0
1.194687421E2;-1.810016513E0;1.675941229E0;9.308655739E0
1.194737775E2;-1.800439715E0;1.637633920E0;9.279925346E0
1.194787823E2;-1.790862918E0;1.656787634E0;9.433155060E0
1.194838176E2;-1.819593310E0;1.695094824E0;9.538499832E0
1.194888530E2;-1.886630893E0;1.800439715E0;9.615114212E0
1.194938883E2;-1.838746905E0;1.838746905E0;9.710882187E0
1.194988931E2;-1.915361404E0;1.742978811E0;9.749189377E0
1.195039285E2;-1.877054095E0;1.810016513E0;9.758766174E0
1.195089638E2;-1.781286120E0;1.924938202E0;9.844957352E0
1.195139686E2;-1.819593310E0;1.771709204E0;9.844957352E0
1.195190039E2;-1.838746905E0;1.685518026E0;9.959878922E0
1.195240393E2;-1.877054095E0;1.762132406E0;1.000776291E1
1.195290441E2;-1.771709204E0;1.733402014E0;9.758766174E0
1.195340794E2;-1.781286120E0;1.656787634E0;9.691728592E0
1.195391148E2;-1.829170108E0;1.589749932E0;9.548076630E0
1.195441196E2;-1.829170108E0;1.541865945E0;9.557653427E0
1.195491549E2;-1.810016513E0;1.589749932E0;9.423578262E0
1.195541903E2;-1.800439715E0;1.675941229E0;9.241618156E0
1.195591951E2;-1.810016513E0;1.628057122E0;9.232041359E0
1.195642304E2;-1.877054095E0;1.618480325E0;9.279925346E0
1.195692657E2;-1.886630893E0;1.551442742E0;9.251194954E0
1.195743011E2;-1.857900500E0;1.666364431E0;9.212887764E0
1.195793059E2;-1.877054095E0;1.695094824E0;9.356540680E0
1.195843412E2;-1.905784607E0;1.742978811E0;9.490615845E0
1.195893766E2;-1.886630893E0;1.771709204E0;9.538499832E0
1.195943814E2;-1.944091797E0;1.762132406E0;9.682151794E0
1.195994167E2;-2.001552582E0;1.800439715E0;9.758766174E0
1.196044521E2;-1.896207690E0;1.790862918E0;9.787496567E0
1.196094569E2;-1.963245392E0;1.762132406E0;9.854534149E0
1.196144922E2;-1.934514999E0;1.781286120E0;9.959878922E0
1.196195275E2;-1.982398987E0;1.742978811E0;1.000776291E1
1.196245324E2;-1.982398987E0;1.695094824E0;9.892841339E0
1.196295677E2;-1.857900500E0;1.608903527E0;9.921571732E0
1.196346030E2;-1.896207690E0;1.675941229E0;9.739612579E0
1.196396384E2;-1.781286120E0;1.608903527E0;9.634267807E0
1.196446432E2;-1.810016513E0;1.628057122E0;9.452308655E0
1.196496785E2;-1.867477298E0;1.551442742E0;9.394847870E0
1.196547139E2;-1.877054095E0;1.484405041E0;9.318233490E0
1.196597187E2;-1.810016513E0;1.628057122E0;9.145850182E0
1.196647540E2;-1.762132406E0;1.618480325E0;9.155426979E0
1.196697893E2;-1.857900500E0;1.580173135E0;9.366117477E0
1.196747942E2;-1.953668594E0;1.522712231E0;9.442731857E0
1.196798295E2;-1.877054095E0;1.695094824E0;9.557653427E0
1.196848648E2;-1.829170108E0;1.857900500E0;9.548076630E0
1.196898696E2;-1.762132406E0;1.752555609E0;9.643844604E0
1.196949050E2;-1.896207690E0;1.675941229E0;9.902418137E0
1.196999403E2;-1.810016513E0;1.723825216E0;9.979032516E0
1.197049451E2;-1.781286120E0;1.742978811E0;9.998186111E0
1.197099805E2;-1.752555609E0;1.714248419E0;1.000776291E1
1.197150158E2;-1.733402014E0;1.685518026E0;9.864110947E0
1.197200511E2;-1.723825216E0;1.685518026E0;9.806650162E0
1.197250560E2;-1.714248419E0;1.656787634E0;9.682151794E0
1.197300913E2;-1.666364431E0;1.637633920E0;9.567230225E0
1.197351266E2;-1.704671621E0;1.647210717E0;9.433155060E0
1.197401314E2;-1.742978811E0;1.561019540E0;9.318233490E0
1.197451668E2;-1.714248419E0;1.685518026E0;9.222464561E0
1.197502021E2;-1.637633920E0;1.695094824E0;9.251194954E0
1.197552069E2;-1.628057122E0;1.589749932E0;9.327810287E0
1.197602423E2;-1.762132406E0;1.513135433E0;9.346963882E0
1.197652776E2;-1.675941229E0;1.695094824E0;9.394847870E0
1.197702824E2;-1.666364431E0;1.637633920E0;9.471462250E0
1.197753178E2;-1.666364431E0;1.685518026E0;9.519346237E0
1.197803531E2;-1.742978811E0;1.608903527E0;9.615114212E0
1.197853579E2;-1.742978811E0;1.685518026E0;9.624691010E0
1.197903932E2;-1.771709204E0;1.666364431E0;9.662998199E0
1.197954286E2;-1.733402014E0;1.733402014E0;9.701305389E0
1.198004334E2;-1.714248419E0;1.752555609E0;9.634267807E0
1.198054687E2;-1.723825216E0;1.771709204E0;9.730035782E0
1.198105041E2;-1.656787634E0;1.714248419E0;9.653421402E0
1.198155394E2;-1.675941229E0;1.675941229E0;9.691728592E0
1.198205442E2;-1.666364431E0;1.656787634E0;9.710882187E0
1.198255796E2;-1.618480325E0;1.733402014E0;9.710882187E0
1.198306149E2;-1.599326730E0;1.781286120E0;9.615114212E0
1.198356197E2;-1.714248419E0;1.675941229E0;9.653421402E0
1.198406550E2;-1.675941229E0;1.570596337E0;9.586383820E0
1.198456904E2;-1.695094824E0;1.714248419E0;9.615114212E0
1.198506952E2;-1.752555609E0;1.685518026E0;9.576807022E0
1.198557305E2;-1.752555609E0;1.742978811E0;9.509769440E0
1.198607659E2;-1.723825216E0;1.723825216E0;9.500192642E0
1.198658012E2;-1.685518026E0;1.704671621E0;9.442731857E0
1.198708060E2;-1.800439715E0;1.695094824E0;9.433155060E0
1.198758414E2;-1.714248419E0;1.647210717E0;9.414001465E0
1.198808767E2;-1.790862918E0;1.704671621E0;9.461885452E0
1.198858815E2;-1.752555609E0;1.762132406E0;9.461885452E0
1.198909168E2;-1.714248419E0;1.771709204E0;9.433155060E0
1.198959522E2;-1.714248419E0;1.752555609E0;9.548076630E0
1.199009570E2;-1.790862918E0;1.742978811E0;9.586383820E0
1.199059923E2;-1.867477298E0;1.762132406E0;9.720458984E0
1.199110277E2;-1.752555609E0;1.857900500E0;9.586383820E0
1.199160630E2;-1.810016513E0;1.896207690E0;9.653421402E0
1.199210678E2;-1.800439715E0;1.790862918E0;9.701305389E0
1.199261032E2;-1.857900500E0;1.675941229E0;9.806650162E0
1.199311385E2;-1.857900500E0;1.762132406E0;9.777919769E0
1.199361433E2;-1.800439715E0;1.723825216E0;9.921571732E0
1.199411786E2;-1.742978811E0;1.752555609E0;9.844957352E0
1.199462140E2;-1.742978811E0;1.599326730E0;9.816226959E0
1.199512493E2;-1.675941229E0;1.561019540E0;9.710882187E0
1.199562541E2;-1.675941229E0;1.695094824E0;9.548076630E0
1.199612895E2;-1.675941229E0;1.637633920E0;9.461885452E0
1.199663248E2;-1.637633920E0;1.714248419E0;9.327810287E0
1.199713296E2;-1.656787634E0;1.704671621E0;9.212887764E0
1.199763650E2;-1.599326730E0;1.675941229E0;9.222464561E0
1.199814003E2;-1.714248419E0;1.714248419E0;9.270348549E0
1.199864356E2;-1.685518026E0;1.762132406E0;9.375694275E0
1.199914404E2;-1.733402014E0;1.877054095E0;9.452308655E0
1.199964758E2;-1.675941229E0;1.800439715E0;9.634267807E0
1.200015111E2;-1.790862918E0;1.848323703E0;9.825803757E0
1.200065159E2;-1.790862918E0;1.848323703E0;9.854534149E0
1.200115513E2;-1.857900500E0;1.905784607E0;9.998186111E0
1.200165866E2;-1.656787634E0;1.877054095E0;1.016099167E1
1.200215914E2;-1.704671621E0;1.723825216E0;1.015141487E1
1.200266268E2;-1.742978811E0;1.704671621E0;1.008437729E1
1.200316621E2;-1.762132406E0;1.647210717E0;1.006522369E1
1.200366669E2;-1.733402014E0;1.762132406E0;9.940725327E0
1.200417022E2;-1.618480325E0;1.800439715E0;9.701305389E0
1.200467376E2;-1.532289028E0;1.762132406E0;9.509769440E0
1.200517729E2;-1.599326730E0;1.637633920E0;9.423578262E0
1.200567777E2;-1.580173135E0;1.551442742E0;9.375694275E0
1.200618131E2;-1.541865945E0;1.618480325E0;9.346963882E0
1.200668484E2;-1.484405041E0;1.666364431E0;9.279925346E0
1.200718837E2;-1.513135433E0;1.675941229E0;9.241618156E0
1.200768886E2;-1.637633920E0;1.742978811E0;9.308655739E0
1.200819239E2;-1.647210717E0;1.685518026E0;9.394847870E0
1.200869592E2;-1.647210717E0;1.829170108E0;9.404424667E0
1.200919640E2;-1.695094824E0;1.886630893E0;9.710882187E0
1.200969994E2;-1.723825216E0;1.944091797E0;9.739612579E0
1.201020347E2;-1.618480325E0;1.915361404E0;9.854534149E0
1.201070395E2;-1.742978811E0;1.810016513E0;1.005564690E1
1.201120749E2;-1.685518026E0;1.781286120E0;1.016099167E1
1.201171102E2;-1.656787634E0;1.781286120E0;1.020887566E1
1.201221150E2;-1.551442742E0;1.771709204E0;1.007480049E1
1.201271504E2;-1.513135433E0;1.714248419E0;9.988609314E0
1.201321857E2;-1.465251446E0;1.675941229E0;9.940725327E0
1.201372210E2;-1.493981838E0;1.637633920E0;9.835380554E0
1.201422258E2;-1.551442742E0;1.589749932E0;9.624691010E0
1.201472612E2;-1.465251446E0;1.647210717E0;9.414001465E0
1.201522965E2;-1.513135433E0;1.647210717E0;9.299078941E0
1.201573013E2;-1.513135433E0;1.742978811E0;9.203310966E0
1.201623367E2;-1.513135433E0;1.580173135E0;9.203310966E0
1.201673720E2;-1.484405041E0;1.637633920E0;9.165003777E0
1.201723768E2;-1.503558636E0;1.695094824E0;9.289502144E0
1.201774122E2;-1.522712231E0;1.714248419E0;9.385271072E0
1.201824475E2;-1.541865945E0;1.800439715E0;9.461885452E0
1.201874523E2;-1.570596337E0;1.742978811E0;9.605537415E0
1.201924876E2;-1.589749932E0;1.829170108E0;9.749189377E0
1.201975230E2;-1.675941229E0;1.838746905E0;9.797073364E0
1.202025583E2;-1.608903527E0;1.819593310E0;9.979032516E0
1.202075631E2;-1.714248419E0;1.877054095E0;1.004607010E1
1.202125985E2;-1.695094824E0;1.857900500E0;1.004607010E1
1.202176338E2;-1.723825216E0;1.656787634E0;1.004607010E1
1.202226386E2;-1.666364431E0;1.742978811E0;1.003649330E1
1.202276740E2;-1.608903527E0;1.647210717E0;9.998186111E0
1.202327093E2;-1.570596337E0;1.513135433E0;9.835380554E0
1.202377141E2;-1.589749932E0;1.398213744E0;9.739612579E0
1.202427494E2;-1.465251446E0;1.513135433E0;9.433155060E0
1.202477848E2;-1.541865945E0;1.503558636E0;9.279925346E0
1.202527896E2;-1.513135433E0;1.522712231E0;9.165003777E0
1.202578249E2;-1.541865945E0;1.503558636E0;9.203310966E0
1.202628603E2;-1.532289028E0;1.608903527E0;9.165003777E0
1.202678956E2;-1.570596337E0;1.695094824E0;9.279925346E0
1.202729004E2;-1.675941229E0;1.714248419E0;9.337387085E0
1.202779358E2;-1.637633920E0;1.752555609E0;9.500192642E0
1.202829711E2;-1.666364431E0;1.704671621E0;9.615114212E0
1.202879759E2;-1.695094824E0;1.867477298E0;9.758766174E0
1.202930112E2;-1.733402014E0;1.781286120E0;9.940725327E0
1.202980466E2;-1.752555609E0;1.733402014E0;9.854534149E0
1.203030514E2;-1.503558636E0;1.666364431E0;9.959878922E0
1.203080867E2;-1.532289028E0;1.618480325E0;9.959878922E0
1.203131221E2;-1.503558636E0;1.695094824E0;1.006522369E1
1.203181574E2;-1.484405041E0;1.704671621E0;9.902418137E0
1.203231622E2;-1.417367458E0;1.695094824E0;9.835380554E0
1.203281976E2;-1.474828243E0;1.637633920E0;9.662998199E0
1.203332329E2;-1.350329757E0;1.561019540E0;9.528923035E0
1.203382377E2;-1.407790542E0;1.561019540E0;9.461885452E0
1.203432730E2;-1.446097851E0;1.522712231E0;9.433155060E0
1.203483084E2;-1.331176162E0;1.589749932E0;9.433155060E0
1.203533132E2;-1.388636947E0;1.532289028E0;9.366117477E0
1.203583485E2;-1.312022567E0;1.513135433E0;9.356540680E0
1.203633839E2;-1.350329757E0;1.618480325E0;9.366117477E0
1.203683887E2;-1.388636947E0;1.666364431E0;9.471462250E0
1.203734240E2;-1.465251446E0;1.704671621E0;9.385271072E0
1.203784594E2;-1.417367458E0;1.800439715E0;9.461885452E0
1.203834642E2;-1.407790542E0;1.742978811E0;9.471462250E0
1.203884995E2;-1.513135433E0;1.675941229E0;9.586383820E0
1.203935348E2;-1.436521053E0;1.637633920E0;9.797073364E0
1.203985702E2;-1.369483352E0;1.723825216E0;9.969455719E0
1.204035750E2;-1.331176162E0;1.695094824E0;1.001733971E1
1.204086103E2;-1.312022567E0;1.608903527E0;9.940725327E0
1.204136457E2;-1.264138460E0;1.493981838E0;9.864110947E0
1.204186505E2;-1.331176162E0;1.513135433E0;9.768342972E0
1.204236858E2;-1.292868972E0;1.541865945E0;9.682151794E0
1.204287212E2;-1.312022567E0;1.599326730E0;9.471462250E0
1.204337260E2;-1.283292055E0;1.580173135E0;9.327810287E0
1.204387613E2;-1.292868972E0;1.628057122E0;9.145850182E0
1.204437966E2;-1.455674648E0;1.647210717E0;9.193734169E0
1.204488320E2;-1.436521053E0;1.647210717E0;9.165003777E0
1.204538368E2;-1.503558636E0;1.742978811E0;9.251194954E0
1.204588721E2;-1.484405041E0;1.647210717E0;9.433155060E0
1.204639075E2;-1.522712231E0;1.637633920E0;9.538499832E0
1.204689123E2;-1.551442742E0;1.608903527E0;9.624691010E0
1.204739476E2;-1.599326730E0;1.695094824E0;9.720458984E0
1.204789830E2;-1.666364431E0;1.723825216E0;9.835380554E0
1.204839878E2;-1.589749932E0;1.685518026E0;9.835380554E0
1.204890231E2;-1.656787634E0;1.666364431E0;9.825803757E0
1.204940584E2;-1.608903527E0;1.752555609E0;9.816226959E0
1.204990938E2;-1.599326730E0;1.637633920E0;9.854534149E0
1.205040986E2;-1.551442742E0;1.628057122E0;9.825803757E0
1.205091339E2;-1.532289028E0;1.628057122E0;9.787496567E0
1.205141693E2;-1.398213744E0;1.666364431E0;9.576807022E0
1.205191741E2;-1.379060149E0;1.551442742E0;9.615114212E0
1.205242094E2;-1.350329757E0;1.474828243E0;9.586383820E0
1.205292448E2;-1.369483352E0;1.608903527E0;9.548076630E0
1.205342496E2;-1.273715258E0;1.704671621E0;9.509769440E0
1.205392849E2;-1.407790542E0;1.618480325E0;9.624691010E0
1.205443202E2;-1.350329757E0;1.647210717E0;9.576807022E0
1.205493251E2;-1.398213744E0;1.695094824E0;9.710882187E0
1.205543604E2;-1.407790542E0;1.752555609E0;9.768342972E0
1.205593957E2;-1.388636947E0;1.637633920E0;9.816226959E0
1.205644006E2;-1.417367458E0;1.695094824E0;9.911994934E0
1.205694359E2;-1.321599364E0;1.704671621E0;9.883264542E0
1.205744712E2;-1.321599364E0;1.790862918E0;9.950302124E0
1.205795066E2;-1.264138460E0;1.762132406E0;9.921571732E0
1.205845114E2;-1.369483352E0;1.752555609E0;9.911994934E0
1.205895467E2;-1.206677675E0;1.752555609E0;9.797073364E0
1.205945820E2;-1.273715258E0;1.742978811E0;9.701305389E0
1.205995869E2;-1.292868972E0;1.771709204E0;9.672574997E0
1.206046222E2;-1.302445769E0;1.790862918E0;9.624691010E0
1.206096575E2;-1.312022567E0;1.656787634E0;9.624691010E0
1.206146624E2;-1.254561663E0;1.618480325E0;9.634267807E0
1.206196977E2;-1.254561663E0;1.580173135E0;9.595960617E0
1.206247330E2;-1.187524080E0;1.666364431E0;9.538499832E0
1.206297684E2;-1.235408068E0;1.695094824E0;9.308655739E0
1.206347732E2;-1.168370485E0;1.608903527E0;9.308655739E0
1.206398085E2;-1.264138460E0;1.675941229E0;9.155426979E0
1.206448438E2;-1.225831270E0;1.848323703E0;9.212887764E0
1.206498487E2;-1.321599364E0;1.915361404E0;9.308655739E0
1.206548840E2;-1.302445769E0;1.867477298E0;9.481039047E0
1.206599193E2;-1.340752959E0;1.838746905E0;9.701305389E0
1.206649242E2;-1.312022567E0;1.800439715E0;9.902418137E0
1.206699595E2;-1.340752959E0;1.742978811E0;1.013226128E1
1.206749948E2;-1.302445769E0;1.714248419E0;1.022802925E1
1.206800302E2;-1.350329757E0;1.704671621E0;1.017056847E1
1.206850350E2;-1.244984865E0;1.685518026E0;1.019929886E1
1.206900703E2;-1.264138460E0;1.675941229E0;1.011310768E1
1.206951056E2;-1.292868972E0;1.733402014E0;9.959878922E0
1.207001105E2;-1.283292055E0;1.666364431E0;9.758766174E0
1.207051458E2;-1.264138460E0;1.666364431E0;9.548076630E0
1.207101811E2;-1.292868972E0;1.647210717E0;9.366117477E0
1.207151860E2;-1.321599364E0;1.608903527E0;9.193734169E0
1.207202213E2;-1.312022567E0;1.561019540E0;9.203310966E0
1.207252566E2;-1.331176162E0;1.522712231E0;9.193734169E0
1.207302920E2;-1.369483352E0;1.589749932E0;9.126696587E0
1.207352968E2;-1.407790542E0;1.628057122E0;9.184157372E0
1.207403321E2;-1.446097851E0;1.714248419E0;9.165003777E0
1.207453674E2;-1.417367458E0;1.790862918E0;9.260771751E0
1.207503723E2;-1.446097851E0;1.867477298E0;9.337387085E0
1.207554076E2;-1.446097851E0;1.829170108E0;9.452308655E0
1.207604429E2;-1.493981838E0;1.771709204E0;9.720458984E0
1.207654478E2;-1.446097851E0;1.800439715E0;9.911994934E0
1.207704831E2;-1.388636947E0;1.781286120E0;1.005564690E1
1.207755184E2;-1.331176162E0;1.733402014E0;1.016099167E1
1.207805538E2;-1.216254473E0;1.762132406E0;1.021845245E1
1.207855586E2;-1.120486379E0;1.695094824E0;1.018014526E1
1.207905939E2;-1.206677675E0;1.599326730E0;1.003649330E1
1.207956292E2;-1.130063176E0;1.637633920E0;9.998186111E0
1.208006341E2;-1.082179189E0;1.675941229E0;9.768342972E0
1.208056694E2;-9.864110947E-1;1.647210717E0;9.548076630E0
1.208107047E2;-1.063025594E0;1.628057122E0;9.375694275E0
1.208157096E2;-1.053448796E0;1.666364431E0;9.299078941E0
1.208207449E2;-1.110909581E0;1.781286120E0;9.270348549E0
1.208257802E2;-1.072602391E0;1.752555609E0;9.260771751E0
1.208307850E2;-1.168370485E0;1.714248419E0;9.308655739E0
1.208358204E2;-1.235408068E0;1.857900500E0;9.433155060E0
1.208408557E2;-1.206677675E0;1.829170108E0;9.586383820E0
1.208458910E2;-1.177947283E0;1.819593310E0;9.624691010E0
1.208508685E2;-1.139639974E0;1.781286120E0;9.806650162E0
1.208559038E2;-1.244984865E0;1.819593310E0;9.864110947E0
1.208609391E2;-1.283292055E0;1.819593310E0;9.940725327E0
1.208659439E2;-1.187524080E0;1.867477298E0;9.921571732E0
1.208709793E2;-1.072602391E0;1.857900500E0;9.902418137E0
1.208760146E2;-1.120486379E0;1.838746905E0;9.873687744E0
1.208810194E2;-1.158793569E0;1.704671621E0;9.816226959E0
1.208860548E2;-1.043871999E0;1.714248419E0;9.797073364E0
1.208910901E2;-1.024718285E0;1.608903527E0;9.653421402E0
1.208961254E2;-9.864110947E-1;1.714248419E0;9.548076630E0
1.209011303E2;-1.024718285E0;1.647210717E0;9.394847870E0
